City,Country,State Province,Latitude (generated),Longitude (generated)
Whitehorse,CA,YT,60.716,-135.053
Watson Lake,CA,YT,,
Ross River,CA,YT,,
Mayo,CA,YT,,
Haines Junction,CA,YT,,
Faro,CA,YT,,
Destruction Bay,CA,YT,,
Dawson City,CA,YT,,
Dawson,CA,YT,,
Carmacks,CA,YT,,
Work from Home,CA,UNKNOWN,,
Remote,CA,UNKNOWN,,
NA,CA,UNKNOWN,,
Home Based,CA,UNKNOWN,,
Field,CA,UNKNOWN,,
Yorkton,CA,SK,51.216,-102.467
Wynyard,CA,SK,,
Willowbrook,CA,SK,,
Willow Bunch,CA,SK,,
Wilkie,CA,SK,,
Wilcox,CA,SK,,
Whitewood,CA,SK,,
Whitecap,CA,SK,,
White City,CA,SK,,
Weyburn,CA,SK,,
Welwyn,CA,SK,,
Watson,CA,SK,,
Watrous,CA,SK,,
Waskesiu Lake,CA,SK,,
Warman,CA,SK,,
Wakaw,CA,SK,,
Wadena,CA,SK,,
Vanscoy,CA,SK,,
Usherville,CA,SK,,
Unity,CA,SK,,
Turtleford,CA,SK,,
Turnor Lake,CA,SK,,
Tisdale,CA,SK,,
Tiny,CA,SK,,
Theodore,CA,SK,,
Tessier,CA,SK,,
Swift Current,CA,SK,,
Success,CA,SK,,
Strongfield,CA,SK,,
Strasbourg,CA,SK,,
Stoughton,CA,SK,,
Stornoway,CA,SK,,
Star City,CA,SK,,
Stanley Mission,CA,SK,,
St. Brieux,CA,SK,,
Spy Hill,CA,SK,,
Spiritwood,CA,SK,,
Southend,CA,SK,,
Shellbrook,CA,SK,,
Shaunavon,CA,SK,,
Sceptre,CA,SK,,
Saskatoon,CA,SK,52.116,-106.634
Saskatchewan Beach,CA,SK,,
Sandy Bay,CA,SK,,
Saltcoats,CA,SK,,
Salt Lake,CA,SK,,
Runnymede,CA,SK,,
Rouleau,CA,SK,,
Rosthern,CA,SK,,
Rosetown,CA,SK,,
Rose Valley,CA,SK,,
Rockglen,CA,SK,,
Rocanville,CA,SK,,
Resource,CA,SK,,
Regina,CA,SK,50.45,-104.617
Reford,CA,SK,,
Raymore,CA,SK,,
Rama,CA,SK,,
Radville,CA,SK,,
Qu'Appelle,CA,SK,,
Punnichy,CA,SK,,
Prince Albert,CA,SK,53.2,-105.767
Preeceville,CA,SK,,
Porcupine Plain,CA,SK,,
Ponteix,CA,SK,,
Plenty,CA,SK,,
Pleasantdale,CA,SK,,
Pinehouse Lake,CA,SK,,
Pilot Butte,CA,SK,,
Pangman,CA,SK,,
Oxbow,CA,SK,,
Outlook,CA,SK,,
Onion Lake,CA,SK,,
Ogema,CA,SK,,
North Battleford,CA,SK,52.783,-108.284
Nokomis,CA,SK,,
Nipawin,CA,SK,,
Neudorf,CA,SK,,
Neilburg,CA,SK,,
Naicam,CA,SK,,
NA,CA,SK,,
Muskeg Lake,CA,SK,,
Muenster,CA,SK,,
Moosomin,CA,SK,,
Moose Jaw,CA,SK,50.4,-105.534
Montreal Lake,CA,SK,,
Montmartre,CA,SK,,
Missinipe,CA,SK,,
Milestone,CA,SK,,
Middle Lake,CA,SK,,
Melville,CA,SK,,
Melfort,CA,SK,,
Meadow Lake,CA,SK,,
McLean,CA,SK,,
Martensville,CA,SK,,
Marshall,CA,SK,,
Marsden,CA,SK,,
Marchwell,CA,SK,,
Maple Creek,CA,SK,,
Mankota,CA,SK,,
Manitou Beach,CA,SK,,
Major,CA,SK,,
Maidstone,CA,SK,,
Madrid,CA,SK,,
Macklin,CA,SK,,
Lumsden,CA,SK,,
Lucky Lake,CA,SK,,
Loreburn,CA,SK,,
Lloydminster,CA,SK,53.283,-110.001
Little Buffalo,CA,SK,,
Lipton,CA,SK,,
Leroy,CA,SK,,
Leoville,CA,SK,,
Leask,CA,SK,,
Leader,CA,SK,,
Lanigan,CA,SK,,
Langham,CA,SK,,
Langenburg,CA,SK,,
Lampman,CA,SK,,
Lakeview,CA,SK,,
Lake Lenore,CA,SK,,
La Ronge,CA,SK,,
La Loche,CA,SK,,
Kronau,CA,SK,,
Kipling,CA,SK,,
Kinistino,CA,SK,,
Kindersley,CA,SK,,
Kincaid,CA,SK,,
Kennedy,CA,SK,,
Kenaston,CA,SK,,
Kelvington,CA,SK,,
Kamsack,CA,SK,,
Java,CA,SK,,
Ituna,CA,SK,,
Humboldt,CA,SK,,
Hudson Bay,CA,SK,,
Horizon,CA,SK,,
Halbrite,CA,SK,,
Hafford,CA,SK,,
Gull Lake,CA,SK,,
Gronlid,CA,SK,,
Gravelbourg,CA,SK,,
Goodsoil,CA,SK,,
Glaslyn,CA,SK,,
Gainsborough,CA,SK,,
Frontier,CA,SK,,
Fort Qu'Appelle,CA,SK,,
Forget,CA,SK,,
Fond Du Lac,CA,SK,,
Foam Lake,CA,SK,,
Fleming,CA,SK,,
Fillmore,CA,SK,,
Eston,CA,SK,,
Estevan,CA,SK,,
Esterhazy,CA,SK,,
Emma Lake,CA,SK,,
Emerald Park,CA,SK,,
Elrose,CA,SK,,
Edam,CA,SK,,
Eatonia,CA,SK,,
Dorintosh,CA,SK,,
Dinsmore,CA,SK,,
Deer Ridge,CA,SK,,
Davidson,CA,SK,,
Cut Knife,CA,SK,,
Creighton,CA,SK,,
Creelman,CA,SK,,
Craven,CA,SK,,
Craik,CA,SK,,
Court,CA,SK,,
Coronach,CA,SK,,
Churchbridge,CA,SK,,
Carrot River,CA,SK,,
Carpenter,CA,SK,,
Caronport,CA,SK,,
Carnduff,CA,SK,,
Carlyle,CA,SK,,
Canwood,CA,SK,,
Canora,CA,SK,,
Canoe Lake,CA,SK,,
Cabri,CA,SK,,
Buffalo Narrows,CA,SK,,
Brock,CA,SK,,
Broadview,CA,SK,,
Bredenbury,CA,SK,,
Birch Hills,CA,SK,,
Biggar,CA,SK,,
Big River,CA,SK,,
Bengough,CA,SK,,
Belle Plaine,CA,SK,,
Beauval,CA,SK,,
Battleford,CA,SK,,
Balcarres,CA,SK,,
Avonlea,CA,SK,,
Assiniboia,CA,SK,,
Arran,CA,SK,,
Arcola,CA,SK,,
Arborfield,CA,SK,,
Amsterdam,CA,SK,,
Ambassador,CA,SK,,
Alameda,CA,SK,,
Air Ronge,CA,SK,,
Adams,CA,SK,,
Aberdeen,CA,SK,,
Yamachiche,CA,QC,,
Winneway,CA,QC,,
Windsor,CA,QC,,
Wickham,CA,QC,,
Westmount,CA,QC,45.483,-73.599
West Island,CA,QC,,
Wendake,CA,QC,,
Weedon,CA,QC,,
Waterville,CA,QC,,
Waterloo,CA,QC,,
Waskaganish,CA,QC,,
Warwick,CA,QC,,
Warden,CA,QC,,
Wakefield,CA,QC,,
Vimont,CA,QC,,
Villeroy,CA,QC,,
Villeray,CA,QC,,
Ville-Marie,CA,QC,,
Victoriaville,CA,QC,46.05,-71.965
Verdun,CA,QC,,
Vercheres,CA,QC,,
Vaudreuil-Soulanges,CA,QC,,
Vaudreuil-Dorion,CA,QC,45.4,-74.032
Varennes,CA,QC,45.683,-73.432
Vanier,CA,QC,,
Vallee-jonction,CA,QC,,
Valcourt,CA,QC,,
Val-Joli,CA,QC,,
Val-des-Monts,CA,QC,,
Val-david,CA,QC,,
Val-d'Or,CA,QC,48.1,-77.782
Val-belair,CA,QC,,
Val-alain,CA,QC,,
Trois-Rivières,CA,QC,46.35,-72.549
Trois-pistoles,CA,QC,,
Thurso,CA,QC,,
Thomas,CA,QC,,
Thetford Mines,CA,QC,46.093,-71.305
Terrebonne,CA,QC,45.7,-73.647
Tennessee,CA,QC,,
Témiscaming,CA,QC,,
Tadoussac,CA,QC,,
Sutton,CA,QC,,
Summit,CA,QC,,
Stoneham,CA,QC,,
Stoke,CA,QC,,
Stanstead,CA,QC,,
Sorel-Tracy,CA,QC,46.033,-73.115
Sorel,CA,QC,,
Sillery,CA,QC,,
Sherrington,CA,QC,,
Sherbrooke,CA,QC,45.4,-71.899
Shawville,CA,QC,,
Shawinigan,CA,QC,46.566,-72.749
Shannon,CA,QC,,
Sept-Îles,CA,QC,50.2,-66.382
Senneville,CA,QC,,
Senneterre,CA,QC,,
Scott,CA,QC,,
Schefferville,CA,QC,,
Sayabec,CA,QC,,
Salaberry-de-Valleyfield,CA,QC,45.25,-74.132
Saints-anges,CA,QC,,
Sainte-Thérèse,CA,QC,45.639,-73.827
Sainte-Sophie-de-Lévrard,CA,QC,,
Sainte-Sophie,CA,QC,,
Sainte-Sabine,CA,QC,,
Sainte-rose,CA,QC,,
Sainte-monique-lac-saint-jean,CA,QC,,
Sainte-Mélanie,CA,QC,,
Sainte-Martine,CA,QC,,
Sainte-Marthe-sur-le-Lac,CA,QC,,
Sainte-Marie-Salomé,CA,QC,,
Sainte-Marie-De-Beauce,CA,QC,,
Sainte-Marie,CA,QC,,
Sainte-Marguerite-du-Lac-Masson,CA,QC,,
Sainte-Marcelline-de-Kildare,CA,QC,,
Sainte-madeleine,CA,QC,,
Sainte-luce,CA,QC,,
Sainte-justine,CA,QC,,
Sainte-Julienne,CA,QC,,
Sainte-Julie,CA,QC,45.583,-73.332
Sainte-henedine,CA,QC,,
Sainte-Hélène-de-Bagot,CA,QC,,
Sainte-Geneviève,CA,QC,,
Sainte-Foy,CA,QC,,
Sainte-flavie,CA,QC,,
Sainte-Dorothée,CA,QC,,
Sainte-croix,CA,QC,,
Sainte-Clotilde-de-Châteauguay,CA,QC,,
Sainte-clotilde-de-beauce,CA,QC,,
Sainte-claire,CA,QC,,
Sainte-Cécile-de-Milton,CA,QC,,
Sainte-Cécile-de-Lévrard,CA,QC,,
Sainte-catherine-de-hatley,CA,QC,,
Sainte-Catherine,CA,QC,46.318,-72.566
Sainte-Brigitte-des-Saults,CA,QC,,
Sainte-brigitte-de-laval,CA,QC,,
Sainte-Brigitte,CA,QC,,
Sainte-Anne-des-Plaines,CA,QC,,
Sainte-Anne-des-Monts,CA,QC,,
Sainte-Anne-de-la-Pérade,CA,QC,,
Sainte-Anne-de-Bellevue,CA,QC,,
Sainte-Anne-de-Beaupré,CA,QC,,
Sainte-Agathe-des-Monts,CA,QC,,
Sainte-Agathe,CA,QC,,
Sainte-Adèle,CA,QC,,
Sainte Catherine de la Jacques Cartier,CA,QC,,
Saint-Victor,CA,QC,,
Saint-vianney,CA,QC,,
Saint-vallier,CA,QC,,
Saint-Valérien-de-Milton,CA,QC,,
Saint-Valère,CA,QC,,
Saint-Tite,CA,QC,,
Saint-Thomas,CA,QC,,
Saint-telesphore,CA,QC,,
Saint-Simon,CA,QC,,
Saint-sebastien-de-frontenac,CA,QC,,
Saint-sauveur,CA,QC,,
Saint-Rosaire,CA,QC,,
Saint-romuald,CA,QC,,
Saint-Roch-de-l'Achigan,CA,QC,,
Saint-Roch,CA,QC,,
Saint-robert-bellarmin,CA,QC,,
Saint-Rémi-de-Tingwick,CA,QC,,
Saint-Rémi,CA,QC,,
Saint-raymond,CA,QC,,
Saint-Polycarpe,CA,QC,,
Saint-Placide,CA,QC,,
Saint-Pie,CA,QC,,
Saint-Philippe,CA,QC,,
Saint-philemon,CA,QC,,
Saint-paulin,CA,QC,,
Saint-Paul-d'Abbotsford,CA,QC,,
Saint-Paul,CA,QC,,
Saint-pascal,CA,QC,,
Saint-Pamphile,CA,QC,,
Saint-Odilon,CA,QC,,
Saint-Norbert,CA,QC,,
Saint-nicolas,CA,QC,,
Saint-Nicéphore,CA,QC,,
Saint-Nazaire,CA,QC,,
Saint-Michel-des-Saints,CA,QC,,
Saint-Michel-de-Bellechasse,CA,QC,,
Saint-Michel,CA,QC,,
Saint-Mathieu-de-Rioux,CA,QC,,
Saint-mathieu-de-laprairie,CA,QC,,
Saint-Mathieu-de-Beloeil,CA,QC,,
Saint-Mathieu,CA,QC,,
Saint-Mathias-sur-Richelieu,CA,QC,,
Saint-mathias-sur-richelieu,CA,QC,,
Saint-Martin,CA,QC,,
Saint-Marc-des-Carrières,CA,QC,,
Saint-Malo,CA,QC,,
Saint-magloire,CA,QC,,
Saint-Ludger-de-Milot,CA,QC,,
Saint-ludger-de-milot,CA,QC,,
Saint-ludger,CA,QC,,
Saint-Louis-de-Gonzague,CA,QC,,
Saint-Louis-de-Blandford,CA,QC,,
Saint-Lin--Laurentides,CA,QC,,
Saint-Lin,CA,QC,,
Saint-Liboire,CA,QC,,
Saint-Léonard-d'Aston,CA,QC,,
Saint-leonard,CA,QC,,
Saint-lazare-de-bellechasse,CA,QC,,
Saint-Lazare,CA,QC,45.4,-74.132
Saint-Laurent,CA,QC,45.5,-73.665
Saint-lambert-de-lauzon,CA,QC,,
Saint-Lambert,CA,QC,48.952,-79.459
Saint-jules,CA,QC,,
Saint-Jude,CA,QC,,
Saint-joseph-de-beauce,CA,QC,,
Saint-Jérôme,CA,QC,45.78,-74.003
Saint-Jean-sur-Richelieu,CA,QC,45.316,-73.265
Saint-jean-port-joli,CA,QC,,
Saint-Jean-de-Matha,CA,QC,,
Saint-jean-baptiste,CA,QC,,
Saint-Jean,CA,QC,,
Saint-Jacques-le-Mineur,CA,QC,,
Saint-jacques-le-mineur,CA,QC,,
Saint-Jacques,CA,QC,,
Saint-isidore-de-laprairie,CA,QC,,
Saint-isidore,CA,QC,,
Saint-Ignace-de-Stanbridge,CA,QC,,
Saint-Hyacinthe,CA,QC,45.616,-72.949
Saint-Hubert,CA,QC,,
Saint-Honoré-de-Shenley,CA,QC,,
Saint-Hilaire,CA,QC,,
Saint-henri-de-levis,CA,QC,,
Saint-Henri,CA,QC,,
Saint-Guillaume,CA,QC,,
Saint-Grégoire,CA,QC,,
Saint-Germain-de-Grantham,CA,QC,,
Saint-Georges-de-Beauce,CA,QC,,
Saint-Georges,CA,QC,,
Saint-Gédéon-de-Beauce,CA,QC,,
Saint-Gédéon,CA,QC,,
Saint-Gabriel-de-Valcartier,CA,QC,,
Saint-Gabriel,CA,QC,,
Saint-francois-du-lac,CA,QC,,
Saint-francois-d'assise,CA,QC,,
Saint-François,CA,QC,,
Saint-Ferdinand,CA,QC,,
Saint-Félix-de-Valois,CA,QC,,
Saint-Félix-de-Kingsey,CA,QC,,
Saint-Félicien,CA,QC,,
Saint-Faustin-Lac-Carré,CA,QC,,
Saint-Évariste-de-Forsyth,CA,QC,,
Saint-Eustache,CA,QC,45.565,-73.905
Saint-Eugène-de-Grantham,CA,QC,,
Saint-Eugène,CA,QC,,
Saint-Étienne,CA,QC,,
Saint-Esprit,CA,QC,,
Saint-ephrem-de-beauce,CA,QC,,
Saint-Émile,CA,QC,,
Saint-Elzéar,CA,QC,,
Saint-Elizabeth,CA,QC,,
Saint-edouard-de-lotbiniere,CA,QC,,
Saint-donat-de-montcalm,CA,QC,,
Saint-donat,CA,QC,,
Saint-Dominique,CA,QC,,
Saint-Denis-sur-Richelieu,CA,QC,,
Saint-Denis-de-Brompton,CA,QC,,
Saint-David,CA,QC,,
Saint-damien-de-buckland,CA,QC,,
Saint-Damien,CA,QC,,
Saint-Damase,CA,QC,,
Saint-Constant,CA,QC,45.366,-73.565
Saint-Côme,CA,QC,,
Saint-Colomban,CA,QC,,
Saint-clet,CA,QC,,
Saint-Charles-sur-Richelieu,CA,QC,,
Saint-Charles-de-Drummond,CA,QC,,
Saint-charles-de-bellechasse,CA,QC,,
Saint-Charles-Borromée,CA,QC,,
Saint-Charles,CA,QC,,
Saint-Césaire,CA,QC,,
Saint-Célestin,CA,QC,,
Saint-Casimir,CA,QC,,
Saint-Calixte-de-Kilkenny,CA,QC,,
Saint-bruno-lac-saint-jean,CA,QC,,
Saint-Bruno-de-Montarville,CA,QC,45.533,-73.349
Saint-boniface-de-shawinigan,CA,QC,,
Saint-Bonaventure,CA,QC,,
Saint-blaise-sur-richelieu,CA,QC,,
Saint-Bernard-de-Lacolle,CA,QC,,
Saint-bernard,CA,QC,,
Saint-benoit-labre,CA,QC,,
Saint-Basile-le-Grand,CA,QC,45.533,-73.282
Saint-augustin-de-desmaures,CA,QC,46.74,-71.451
Saint-Augustin,CA,QC,,
Saint-arsene,CA,QC,,
Saint-apollinaire,CA,QC,,
Saint-antonin,CA,QC,,
Saint-Antoine-sur-Richelieu,CA,QC,,
Saint-antoine-de-tilly,CA,QC,,
Saint-Anselme,CA,QC,,
Saint-André-Avellin,CA,QC,,
Saint-Ambroise-de-Kildare,CA,QC,,
Saint-Amable,CA,QC,,
Saint-Alphonse-de-Granby,CA,QC,,
Saint-Alexis-des-Monts,CA,QC,,
Saint-Alexis,CA,QC,,
Saint-alexandre-de-kamouraska,CA,QC,,
Saint-alban,CA,QC,,
Saint-Adrien,CA,QC,,
Saguenay,CA,QC,48.416,-71.065
Roxton Pond,CA,QC,,
Roxton Falls,CA,QC,,
Roxboro,CA,QC,,
Rouyn-Noranda,CA,QC,48.239,-79.028
Rougemont,CA,QC,,
Rosemère,CA,QC,,
Rockland,CA,QC,,
Rock Forest,CA,QC,,
Roberval,CA,QC,,
Rivière-Rouge,CA,QC,,
Rivière-du-Loup,CA,QC,47.83,-69.534
Rivière-des-Prairies,CA,QC,,
Rimouski,CA,QC,48.448,-68.523
Rigaud,CA,QC,,
Richmond,CA,QC,,
Richelieu,CA,QC,,
Repentigny,CA,QC,45.742,-73.45
Rawdon,CA,QC,,
Radisson,CA,QC,,
Racine,CA,QC,,
Quyon,CA,QC,,
Quebec City,CA,QC,46.812,-71.214
Puvirnituq,CA,QC,,
Princeville,CA,QC,,
Prevost,CA,QC,,
Portneuf,CA,QC,,
Port-daniel,CA,QC,,
Port-Cartier,CA,QC,,
Pont-rouge,CA,QC,,
Pointe-Saint-Charles,CA,QC,,
Pointe-Claire,CA,QC,45.448,-73.816
Pointe-aux-trembles,CA,QC,,
Pohenegamook,CA,QC,,
Plessisville,CA,QC,,
Plaisance,CA,QC,,
Place-Laurier,CA,QC,,
Pintendre,CA,QC,,
Pincourt,CA,QC,,
Pierreville,CA,QC,,
Pierrefonds,CA,QC,,
Piedmont,CA,QC,,
Petite-riviere-saint-francois,CA,QC,,
Paspebiac,CA,QC,,
Parent,CA,QC,,
Parc Ignace-Bourget,CA,QC,,
Papineauville,CA,QC,,
Outremont,CA,QC,,
Orford,CA,QC,,
Oka,CA,QC,,
Nunavik,CA,QC,,
Noyan,CA,QC,,
Notre-dame-du-nord,CA,QC,,
Notre-Dame-du-Bon-Conseil,CA,QC,,
Notre-dame-des-prairies,CA,QC,,
Notre-dame-des-pins,CA,QC,,
Notre-Dame-de-Lourdes,CA,QC,,
Notre-Dame-de-la-Salette,CA,QC,,
Notre-dame-de-la-paix,CA,QC,,
Notre-dame-de-l'ile-perrot,CA,QC,,
Notre-Dame-de-Grâce,CA,QC,,
North Hatley,CA,QC,,
Normandin,CA,QC,,
Nicolet,CA,QC,,
New Richmond,CA,QC,,
New Carlisle,CA,QC,,
Neuville,CA,QC,,
National Capital Region,CA,QC,,
Napierville,CA,QC,,
NA,CA,QC,,
Morin-heights,CA,QC,,
Montréal-Ouest,CA,QC,,
Montreal-nord,CA,QC,,
Montréal-Est,CA,QC,,
Montréal,CA,QC,45.508,-73.587
Montmagny,CA,QC,,
Montebello,CA,QC,,
Mont-Tremblant,CA,QC,,
Mont-Saint-Hilaire,CA,QC,45.566,-73.199
Mont-Saint-Grégoire,CA,QC,,
Mont-royal,CA,QC,45.516,-73.649
Mont-Laurier,CA,QC,,
Mont-Joli,CA,QC,,
Mistissini,CA,QC,,
Mirabel,CA,QC,45.65,-74.082
Metabetchouan-lac-a-la-croix,CA,QC,,
Mercier,CA,QC,,
Melbourne,CA,QC,,
Mcmasterville,CA,QC,,
McMasterville,CA,QC,,
Matapedia,CA,QC,,
Matane,CA,QC,,
Matagami,CA,QC,,
Massueville,CA,QC,,
Maskinonge,CA,QC,,
Mascouche,CA,QC,45.749,-73.599
Marieville,CA,QC,,
Manseau,CA,QC,,
Manouane,CA,QC,,
Maniwaki,CA,QC,,
Malartic,CA,QC,,
Magog,CA,QC,45.266,-72.149
Macamic,CA,QC,,
Lyster,CA,QC,,
Lourdes-de-joliette,CA,QC,,
Lourdes-de-blanc-sablon,CA,QC,,
Louiseville,CA,QC,,
Lotbiniere,CA,QC,,
Lorrainville,CA,QC,,
Lorraine,CA,QC,,
Loretteville,CA,QC,,
Longueuil,CA,QC,45.531,-73.518
Lévis,CA,QC,46.803,-71.177
Les Mechins,CA,QC,,
Les Eboulements,CA,QC,,
Les Coteaux,CA,QC,,
Les Cedres,CA,QC,,
Lennoxville,CA,QC,,
Lemoyne,CA,QC,,
Lebel-sur-Quévillon,CA,QC,,
Le Gardeur,CA,QC,,
Le Breton,CA,QC,,
Lavaltrie,CA,QC,,
Laval-ouest,CA,QC,,
Laval-des-Rapides,CA,QC,,
Laval,CA,QC,45.569,-73.692
Laurier-station,CA,QC,,
Laterriere,CA,QC,,
Lasalle,CA,QC,,
Lanoraie,CA,QC,,
Lacolle,CA,QC,,
Lachute,CA,QC,,
Lachine,CA,QC,,
Lachenaie,CA,QC,,
Lac-superieur,CA,QC,,
Lac-simon,CA,QC,,
Lac-Saint-Jean,CA,QC,,
Lac-saguay,CA,QC,,
Lac-Mégantic,CA,QC,,
Lac-Etchemin,CA,QC,,
Lac-beauport,CA,QC,,
Lac-au-saumon,CA,QC,,
Labelle,CA,QC,,
La Tuque,CA,QC,,
La Sarre,CA,QC,,
La Salle,CA,QC,,
La Reine,CA,QC,,
La Presentation,CA,QC,,
La Prairie,CA,QC,45.416,-73.499
La Pocatiere,CA,QC,,
La Malbaie,CA,QC,,
La Macaza,CA,QC,,
La Guadeloupe,CA,QC,,
La Dore,CA,QC,,
La Corne,CA,QC,,
La Baie,CA,QC,,
L'isletville,CA,QC,,
L'Islet,CA,QC,,
L'isle-verte,CA,QC,,
L'isle-aux-grues,CA,QC,,
L'Île-Perrot,CA,QC,,
L'Île-des-Soeurs,CA,QC,,
L'Épiphanie,CA,QC,,
L'Assomption,CA,QC,45.823,-73.429
L'Ange-Gardien,CA,QC,,
L'ange Gardien,CA,QC,,
L'Ancienne-Lorette,CA,QC,46.793,-71.351
Kuujjuaq,CA,QC,,
Knowlton,CA,QC,,
Kirkland,CA,QC,45.45,-73.865
Kingsey Falls,CA,QC,,
Kamouraska,CA,QC,,
Kahnawake,CA,QC,,
Jonquière,CA,QC,48.416,-71.248
Joliette,CA,QC,46.016,-73.449
Isle-Dieu,CA,QC,,
Inukjuak,CA,QC,,
Huntingdon,CA,QC,,
Hull,CA,QC,,
Hudson,CA,QC,,
Howick,CA,QC,,
Honfleur,CA,QC,,
Hemmingford,CA,QC,,
Hebertville-station,CA,QC,,
Hatley,CA,QC,,
Hampstead,CA,QC,,
Grenville-sur-la-rouge,CA,QC,,
Grenville,CA,QC,,
Greenfield Park,CA,QC,,
Grand-saint-esprit,CA,QC,,
Grand-mere,CA,QC,,
Granby,CA,QC,45.4,-72.732
Gracefield,CA,QC,,
Godmanchester,CA,QC,,
Gatineau,CA,QC,45.477,-75.701
Gaspé,CA,QC,,
Franklin,CA,QC,,
Fort-coulonge,CA,QC,,
Fermont,CA,QC,,
Farnham,CA,QC,,
Falardeau,CA,QC,,
Fairview,CA,QC,,
Egan,CA,QC,,
Eastman,CA,QC,,
East Broughton,CA,QC,,
Durham-Sud,CA,QC,,
Dunham,CA,QC,,
Drummondville,CA,QC,45.883,-72.482
Dorval,CA,QC,45.447,-73.753
Donnacona,CA,QC,,
Dollard-Des Ormeaux,CA,QC,45.494,-73.824
Dolbeau-mistassini,CA,QC,,
Disraeli,CA,QC,,
Deux-Montagnes,CA,QC,45.534,-73.901
Deschambault,CA,QC,,
Delson,CA,QC,,
Degelis,CA,QC,,
De l'Île,CA,QC,,
Daveluyville,CA,QC,,
Crabtree,CA,QC,,
Cowansville,CA,QC,,
Courcelles,CA,QC,,
Coteau-du-Lac,CA,QC,,
Côte-Saint-Pierre,CA,QC,,
Côte-Saint-Luc,CA,QC,45.465,-73.665
Côte-Nord-du-Golfe-du-Saint-Laurent,CA,QC,,
Cookshire-Eaton,CA,QC,,
Contrecoeur,CA,QC,,
Compton,CA,QC,,
Colombier,CA,QC,,
Coaticook,CA,QC,,
Cleveland,CA,QC,,
Clermont,CA,QC,,
Chomedey,CA,QC,,
Chisasibi,CA,QC,,
Chicoutimi,CA,QC,,
Chibougamau,CA,QC,,
Chevery,CA,QC,,
Chesterville,CA,QC,,
Chertsey,CA,QC,,
Cheneville,CA,QC,,
Chelsea,CA,QC,,
Châteauguay,CA,QC,45.383,-73.749
Chateau-richer,CA,QC,,
Charny,CA,QC,,
Charlevoix,CA,QC,,
Charlesbourg,CA,QC,,
Charlemagne,CA,QC,,
Chandler,CA,QC,,
Chambord,CA,QC,,
Chambly,CA,QC,45.45,-73.282
Chabanel,CA,QC,,
Cartierville,CA,QC,,
Carleton-sur-Mer,CA,QC,,
Carignan,CA,QC,,
Cap-Santé,CA,QC,,
Cap-Saint-Ignace,CA,QC,,
Cap-rouge,CA,QC,,
