City,Country,State Province,Latitude (generated),Longitude (generated)
Cap-de-la-Madeleine,CA,QC,,
Candiac,CA,QC,45.383,-73.515
Canal de la Rive Sud,CA,QC,,
Campbell's Bay,CA,QC,,
Cabano,CA,QC,,
By,CA,QC,,
Bury,CA,QC,,
Buckingham,CA,QC,,
Brownsburg-Chatham,CA,QC,,
Brossard,CA,QC,45.45,-73.465
Bromont,CA,QC,,
Bourgeoys,CA,QC,,
Boucherville,CA,QC,45.591,-73.436
Boischatel,CA,QC,,
Boisbriand,CA,QC,45.616,-73.832
Bois-Franc,CA,QC,,
Bois-des-Filion,CA,QC,,
Bois,CA,QC,,
Blainville,CA,QC,45.666,-73.882
Berthierville,CA,QC,,
Beloeil,CA,QC,45.566,-73.199
Bedford,CA,QC,,
Bécancour,CA,QC,,
Beaupre,CA,QC,,
Beauport,CA,QC,,
Beaumont,CA,QC,,
Beauharnois,CA,QC,,
Beauceville,CA,QC,,
Beauce,CA,QC,,
Beaconsfield,CA,QC,45.433,-73.865
Baie-sainte-catherine,CA,QC,,
Baie-Saint-Paul,CA,QC,,
Baie-James,CA,QC,,
Baie-du-febvre,CA,QC,,
Baie-d'urfe,CA,QC,,
Baie-d'Hudson,CA,QC,,
Baie-Comeau,CA,QC,49.216,-68.148
Aylmer,CA,QC,,
Ayer's Cliff,CA,QC,,
Auteuil,CA,QC,,
Austin,CA,QC,,
Auclair,CA,QC,,
Aston-jonction,CA,QC,,
Asbestos,CA,QC,,
Arthabaska,CA,QC,,
Anjou,CA,QC,,
Ange-gardien,CA,QC,,
Amqui,CA,QC,,
Amos,CA,QC,48.566,-78.116
Alma,CA,QC,48.55,-71.649
Ahuntsic,CA,QC,,
Aguanish,CA,QC,,
Adstock,CA,QC,,
Acton Vale,CA,QC,,
Abitibi,CA,QC,,
Abbotsford,CA,QC,,
Woodstock,CA,PE,,
Wellington,CA,PE,,
Victoria,CA,PE,,
Toronto,CA,PE,,
Summerside,CA,PE,,
Strathcona,CA,PE,,
Stratford,CA,PE,,
St. Catherines,CA,PE,,
Souris,CA,PE,,
Slemon Park,CA,PE,,
Oyster Bed Bridge,CA,PE,,
O'Leary,CA,PE,,
Norway,CA,PE,,
North Shore,CA,PE,,
New Zealand,CA,PE,,
New Haven,CA,PE,,
New Annan,CA,PE,,
NA,CA,PE,,
Mount Royal,CA,PE,,
Mount Hope,CA,PE,,
Mount Albion,CA,PE,,
Morell,CA,PE,,
Montague,CA,PE,,
Marshfield,CA,PE,,
Kinkora,CA,PE,,
Kensington,CA,PE,,
Hunter River,CA,PE,,
Hampshire,CA,PE,,
Darlington,CA,PE,,
Crapaud,CA,PE,,
Cornwall,CA,PE,,
Charlottetown,CA,PE,46.235,-63.126
Borden-Carleton,CA,PE,,
Bellevue,CA,PE,,
Bangor,CA,PE,,
Alberton,CA,PE,,
Zurich,CA,ON,,
Zephyr,CA,ON,,
Yorkville,CA,ON,,
Yorkdale,CA,ON,,
York,CA,ON,,
Yonge,CA,ON,,
Wyoming,CA,ON,,
Wyebridge,CA,ON,,
Woodview,CA,ON,,
Woodstock,CA,ON,43.133,-80.749
Woodbridge,CA,ON,,
Winona,CA,ON,,
Wingham,CA,ON,,
Windsor,CA,ON,42.3,-83.016
Windham Centre,CA,ON,,
Winchester,CA,ON,,
Willowdale,CA,ON,,
Willow Beach,CA,ON,,
Wilberforce,CA,ON,,
Wiarton,CA,ON,,
Whitefish,CA,ON,,
White,CA,ON,,
Whitchurch-Stouffville,CA,ON,,
Whitby,CA,ON,43.8834,-78.9329
Wheatley,CA,ON,,
Westport,CA,ON,,
West Bay,CA,ON,,
West,CA,ON,,
Wellington,CA,ON,,
Welland,CA,ON,42.983,-79.249
Wawa,CA,ON,,
Waupoos,CA,ON,,
Waubaushene,CA,ON,,
Watford,CA,ON,,
Waterloo,CA,ON,43.466,-80.516
Waterford,CA,ON,,
Waterdown,CA,ON,,
Washington,CA,ON,,
Washago,CA,ON,,
Wasaga Beach,CA,ON,,
Warkworth,CA,ON,,
Walpole,CA,ON,,
Walnut,CA,ON,,
Wallaceburg,CA,ON,,
Walkerton,CA,ON,,
Wahnapitae,CA,ON,,
Virgil,CA,ON,,
Vineland Station,CA,ON,,
Vineland,CA,ON,,
Vienna,CA,ON,,
Victoria,CA,ON,,
Vermilion Bay,CA,ON,,
Vaughan,CA,ON,43.833,-79.532
Vars,CA,ON,,
Vankleek Hill,CA,ON,,
Vanier,CA,ON,,
Vanessa,CA,ON,,
Val Caron,CA,ON,,
Uxbridge,CA,ON,,
Utterson,CA,ON,,
Utopia,CA,ON,,
Upper,CA,ON,,
Unionville,CA,ON,,
Union,CA,ON,,
Tweed,CA,ON,,
Trenton,CA,ON,,
Trafalgar,CA,ON,,
Townsend,CA,ON,,
Tottenham,CA,ON,,
Toronto Pearson International Airport,CA,ON,,
Toronto,CA,ON,43.7,-79.416
Tobermory,CA,ON,,
Tiverton,CA,ON,,
Timmins,CA,ON,48.466,-81.333
Tillsonburg,CA,ON,,
Tilbury,CA,ON,,
Thunder Bay,CA,ON,48.4,-89.316
Thorold,CA,ON,43.116,-79.199
Thornhill,CA,ON,,
Thorndale,CA,ON,,
Thorncliffe,CA,ON,,
Thornbury,CA,ON,,
Thessalon,CA,ON,,
Thedford,CA,ON,,
The Beaches,CA,ON,,
Thamesville,CA,ON,,
Terrace Bay,CA,ON,,
Temiskaming Shores,CA,ON,,
Temagami,CA,ON,,
Tecumseh,CA,ON,,
Tavistock,CA,ON,,
Tara,CA,ON,,
Talbotville Royal,CA,ON,,
Sutton West,CA,ON,,
Sutton,CA,ON,,
Sundridge,CA,ON,,
Sunderland,CA,ON,,
Summerstown,CA,ON,,
Summer Beaver,CA,ON,,
Sturgeon Falls,CA,ON,,
Street,CA,ON,,
Strathroy,CA,ON,,
Stratford,CA,ON,43.366,-80.949
Stouffville,CA,ON,,
Stoney Creek,CA,ON,,
Stittsville,CA,ON,,
Stevensville,CA,ON,,
Steeles,CA,ON,,
Stayner,CA,ON,,
Stafford,CA,ON,,
St. Williams,CA,ON,,
St. Thomas,CA,ON,42.773,-81.18
St. Marys,CA,ON,,
St. Jacobs,CA,ON,,
St. Isidore,CA,ON,,
St. George,CA,ON,,
St. Clements,CA,ON,,
St. Clair Beach,CA,ON,,
St. Catharines,CA,ON,43.166,-79.249
St. Agatha,CA,ON,,
Springfield,CA,ON,,
Spencerville,CA,ON,,
Southern Water,CA,ON,,
South River,CA,ON,,
South Porcupine,CA,ON,,
South Mountain,CA,ON,,
South Keys,CA,ON,,
South Huron,CA,ON,,
Smithville,CA,ON,,
Smiths Falls,CA,ON,,
Sioux Lookout,CA,ON,,
Simcoe County,CA,ON,,
Simcoe,CA,ON,,
Sherkston,CA,ON,,
Shelburne,CA,ON,,
Shanty Bay,CA,ON,,
Shannonville,CA,ON,,
Selwyn,CA,ON,,
Seaforth,CA,ON,,
Scotland,CA,ON,,
Scotia,CA,ON,,
Schreiber,CA,ON,,
Schomberg,CA,ON,,
Scarborough,CA,ON,,
Sault Ste. Marie,CA,ON,46.516,-84.333
Sauble Beach,CA,ON,,
Sarnia,CA,ON,42.978,-82.404
Sandy Lake,CA,ON,,
Sandford,CA,ON,,
Salford,CA,ON,,
Ruthven,CA,ON,,
Russell,CA,ON,,
Rosseau Road,CA,ON,,
Rosseau,CA,ON,,
Roseneath,CA,ON,,
Rosemont,CA,ON,,
Rodney,CA,ON,,
Rockwood,CA,ON,,
Rockland,CA,ON,,
River Valley,CA,ON,,
Ridgeway,CA,ON,,
Richmond Hill,CA,ON,43.8711,-79.4373
Richmond,CA,ON,,
Rexdale,CA,ON,,
Renfrew,CA,ON,,
Redwood,CA,ON,,
Red Rock,CA,ON,,
Red Lake,CA,ON,,
Randall,CA,ON,,
Rama,CA,ON,,
Rainy River,CA,ON,,
Quinte West,CA,ON,44.183,-77.566
Queensville,CA,ON,,
Putnam,CA,ON,,
Puslinch,CA,ON,,
Purple Hill,CA,ON,,
Princeton,CA,ON,,
Prince Edward,CA,ON,44,-77.249
Prescott,CA,ON,,
Powell,CA,ON,,
Powassan,CA,ON,,
Portland,CA,ON,,
Port Union,CA,ON,,
Port Stanley,CA,ON,,
Port Severn,CA,ON,,
Port Rowan,CA,ON,,
Port Robinson,CA,ON,,
Port Perry,CA,ON,,
Port Lambton,CA,ON,,
Port Hope,CA,ON,,
Port Elgin,CA,ON,,
Port Dover,CA,ON,,
Port Credit,CA,ON,,
Port Colborne,CA,ON,42.9,-79.232
Port Carling,CA,ON,,
Porcupine,CA,ON,,
Pontypool,CA,ON,,
Point Edward,CA,ON,,
Plevna,CA,ON,,
Pleasant Valley,CA,ON,,
Pleasant Park,CA,ON,,
Plattsville,CA,ON,,
Plantagenet,CA,ON,,
Pittsburgh,CA,ON,,
Pine Valley,CA,ON,,
Pine Ridge,CA,ON,,
Pikangikum,CA,ON,,
Picton,CA,ON,,
Pickering,CA,ON,43.9,-79.132
Petrolia,CA,ON,,
Petersburg,CA,ON,,
Peterborough,CA,ON,44.3,-78.316
Petawawa,CA,ON,,
Perth,CA,ON,,
Perkinsfield,CA,ON,,
Penetanguishene,CA,ON,,
Pembroke,CA,ON,45.816,-77.116
Pelham,CA,ON,,
Pelee Island,CA,ON,,
Peel,CA,ON,,
Parry Sound,CA,ON,,
Parkhill,CA,ON,,
Paris,CA,ON,,
Palmerston,CA,ON,,
Palgrave,CA,ON,,
Paisley,CA,ON,,
Pain Court,CA,ON,,
Oxford,CA,ON,,
Owen Sound,CA,ON,44.567,-80.943
Ottawa West,CA,ON,,
Ottawa South,CA,ON,,
Ottawa East,CA,ON,,
Ottawa,CA,ON,45.411,-75.698
Oshawa,CA,ON,43.9,-78.849
Osgoode,CA,ON,,
Orono,CA,ON,,
Oro-Medonte,CA,ON,,
Oro Station,CA,ON,,
Oro,CA,ON,,
Orleans,CA,ON,,
Orillia,CA,ON,44.608,-79.42
Orangeville,CA,ON,43.916,-80.099
Omemee,CA,ON,,
Oldcastle,CA,ON,,
Oil Springs,CA,ON,,
Ohsweken,CA,ON,,
Odessa,CA,ON,,
Oba,CA,ON,,
Oakville,CA,ON,43.4501,-79.6829
Oakland,CA,ON,,
Oakdale,CA,ON,,
Oak Ridges,CA,ON,,
Nottawa,CA,ON,,
Norwood,CA,ON,,
Norwich,CA,ON,,
Northumberland,CA,ON,,
North York,CA,ON,43.766,-79.416
North Perth,CA,ON,,
North Oshawa,CA,ON,,
North Gower,CA,ON,,
North Bay,CA,ON,46.316,-79.466
Norfolk County,CA,ON,42.833,-80.382
Norfolk,CA,ON,,
Nobleton,CA,ON,,
Nipigon,CA,ON,,
Niagara-on-the-Lake,CA,ON,,
Niagara Falls,CA,ON,43.1,-79.066
Niagara,CA,ON,,
Newmarket,CA,ON,44.0501,-79.4663
Newcastle,CA,ON,,
Newbury,CA,ON,,
New Lowell,CA,ON,,
New Liskeard,CA,ON,,
New Hamburg,CA,ON,,
New Glasgow,CA,ON,,
New Dundee,CA,ON,,
Nestor Falls,CA,ON,,
Nepean,CA,ON,,
Navan,CA,ON,,
National Capital Region,CA,ON,,
Nanticoke,CA,ON,,
NA,CA,ON,,
Muskoka Falls,CA,ON,,
Muskoka,CA,ON,,
Munster,CA,ON,,
Mulmur,CA,ON,,
Muirkirk,CA,ON,,
Mount Pleasant,CA,ON,,
Mount Forest,CA,ON,,
Mount Albert,CA,ON,,
Morrisburg,CA,ON,,
Morewood,CA,ON,,
Moose Creek,CA,ON,,
Mooretown,CA,ON,,
Moonstone,CA,ON,,
Mono,CA,ON,,
Mitchell,CA,ON,,
Mississauga Valley,CA,ON,,
Mississauga Beach,CA,ON,,
Mississauga,CA,ON,43.578,-79.658
Minett,CA,ON,,
Minden,CA,ON,,
Mimico,CA,ON,,
Milverton,CA,ON,,
Milton,CA,ON,43.5168,-79.8829
Mills,CA,ON,,
Millbrook,CA,ON,,
Midland,CA,ON,44.75,-79.882
Midhurst,CA,ON,,
Metcalfe,CA,ON,,
Merrickville,CA,ON,,
Melancthon,CA,ON,,
Meaford,CA,ON,,
Meadowvale Village,CA,ON,,
Mckerrow,CA,ON,,
Mcgregor,CA,ON,,
Maxville,CA,ON,,
Mattice,CA,ON,,
Matheson,CA,ON,,
Mathers Corners,CA,ON,,
Matachewan,CA,ON,,
Marmora,CA,ON,,
Markham,CA,ON,43.8668,-79.2663
Markdale,CA,ON,,
Marathon,CA,ON,,
Mar,CA,ON,,
Maplegrove,CA,ON,,
Maple Grove,CA,ON,,
Maple,CA,ON,,
Manotick,CA,ON,,
Manchester,CA,ON,,
Malton,CA,ON,,
Mallorytown,CA,ON,,
Malakoff,CA,ON,,
Maidstone,CA,ON,,
Magnetawan,CA,ON,,
Mactier,CA,ON,,
Lynden,CA,ON,,
Lucknow,CA,ON,,
Lucan,CA,ON,,
Loretto,CA,ON,,
Longueuil,CA,ON,,
Longlac,CA,ON,,
Long Sault,CA,ON,,
London,CA,ON,42.983,-81.233
Lombardy,CA,ON,,
Lively,CA,ON,,
Little Current,CA,ON,,
Little Britain,CA,ON,,
Listowel,CA,ON,,
Lion's Head,CA,ON,,
Lindsay,CA,ON,,
Lincoln,CA,ON,,
Levack,CA,ON,,
Leonard,CA,ON,,
Lefroy,CA,ON,,
Lefaivre,CA,ON,,
Leeds,CA,ON,,
Leaside,CA,ON,,
Leamington,CA,ON,42.054,-82.606
Laurel,CA,ON,,
LaSalle,CA,ON,,
Langton,CA,ON,,
Lancaster,CA,ON,,
Lanark,CA,ON,,
Lambton Shores,CA,ON,,
Lakeside,CA,ON,,
Lakeshore,CA,ON,,
Lakefield,CA,ON,,
Lake Charles,CA,ON,,
L'orignal,CA,ON,,
Komoka,CA,ON,,
Kleinburg,CA,ON,,
Kitchener-Waterloo,CA,ON,,
Kitchener,CA,ON,43.45,-80.482
Kirkland Lake,CA,ON,,
Kingsville,CA,ON,,
Kingston,CA,ON,44.229,-76.48
King City,CA,ON,,
King,CA,ON,,
Kincardine,CA,ON,,
Kilworthy,CA,ON,,
Kettle Point,CA,ON,,
Keswick,CA,ON,44.25,-79.466
Kent Bridge,CA,ON,,
Kenora,CA,ON,49.816,-94.433
Kenilworth,CA,ON,,
Kemptville,CA,ON,,
Kawartha Lakes,CA,ON,44.583,-78.832
Kashechewan,CA,ON,,
Kapuskasing,CA,ON,,
Kanata,CA,ON,,
Kaladar,CA,ON,,
Kakabeka Falls,CA,ON,,
Jordan Station,CA,ON,,
Jordan,CA,ON,,
Jean,CA,ON,,
Jarvis,CA,ON,,
Jacques,CA,ON,,
Iroquois Falls,CA,ON,,
Iroquois,CA,ON,,
Innisfil Heights,CA,ON,,
Innisfil,CA,ON,,
Innerkip,CA,ON,,
Ingleside,CA,ON,,
Ingersoll,CA,ON,,
Ignace,CA,ON,,
Hyde Park,CA,ON,,
Huron Park,CA,ON,,
Huron East,CA,ON,,
Huron,CA,ON,,
Huntsville,CA,ON,45.333,-79.216
Humber,CA,ON,,
Hornepayne,CA,ON,,
Hornby,CA,ON,,
Honey Harbour,CA,ON,,
Holland Landing,CA,ON,,
Holland Centre,CA,ON,,
Hillsburgh,CA,ON,,
Hill,CA,ON,,
Hepworth,CA,ON,,
Hensall,CA,ON,,
Hearst,CA,ON,,
Head,CA,ON,,
Hawkesbury,CA,ON,,
Harwood,CA,ON,,
Harrow,CA,ON,,
Harriston,CA,ON,,
Hanover,CA,ON,,
Hannon,CA,ON,,
Hanmer,CA,ON,,
Hammond,CA,ON,,
Hamilton,CA,ON,43.233,-79.949
Halton Hills,CA,ON,43.6403,-79.9315
Halton,CA,ON,,
Halifax,CA,ON,,
Haliburton,CA,ON,,
Haldimand County,CA,ON,42.983,-79.866
Haileybury,CA,ON,,
Hagersville,CA,ON,,
Guelph/Eramosa,CA,ON,,
Guelph,CA,ON,43.55,-80.249
Gross,CA,ON,,
Grimsby,CA,ON,,
Greely,CA,ON,,
Greater Toronto Area,CA,ON,,
Greater Sudbury,CA,ON,46.49,-80.99
Greater Napanee,CA,ON,44.25,-76.949
Gravenhurst,CA,ON,,
Grassie,CA,ON,,
Grand Valley,CA,ON,,
Grand Bend,CA,ON,,
Grafton,CA,ON,,
Gormley,CA,ON,,
Gore Bay,CA,ON,,
Golden Horseshoe,CA,ON,,
Godfrey,CA,ON,,
Goderich,CA,ON,,
Gloucester,CA,ON,,
Glencoe,CA,ON,,
Glen,CA,ON,,
Geraldton,CA,ON,,
Georgina,CA,ON,,
Georgian Bay,CA,ON,,
Georgetown,CA,ON,,
Gatineau,CA,ON,,
Garson,CA,ON,,
Gananoque,CA,ON,,
Frontenac,CA,ON,,
Frederick,CA,ON,,
Fort Frances,CA,ON,,
Fort Erie,CA,ON,42.9,-78.932
Fort Albany,CA,ON,,
Formosa,CA,ON,,
Forest,CA,ON,,
Fonthill,CA,ON,,
Florence,CA,ON,,
Flesherton,CA,ON,,
Flamborough,CA,ON,,
Feversham,CA,ON,,
Fergus,CA,ON,,
Fenwick,CA,ON,,
Fenelon Falls,CA,ON,,
Exeter,CA,ON,,
Everett,CA,ON,,
Etobicoke,CA,ON,,
Essex,CA,ON,,
Espanola,CA,ON,,
Erindale,CA,ON,,
Erin,CA,ON,,
Ennismore,CA,ON,,
Englehart,CA,ON,,
Emsdale,CA,ON,,
Embrun,CA,ON,,
Embro,CA,ON,,
Elora,CA,ON,,
Elmvale,CA,ON,,
Elmira,CA,ON,,
Elliot Lake,CA,ON,,
Ellesmere,CA,ON,,
Elk Lake,CA,ON,,
Elgin,CA,ON,,
East York,CA,ON,,
East Gwillimbury,CA,ON,,
Ear Falls,CA,ON,,
Eagle Lake,CA,ON,,
Dwight,CA,ON,,
Dutton,CA,ON,,
Durham Region,CA,ON,,
Durham,CA,ON,,
Dunnville,CA,ON,,
Dundas,CA,ON,,
Dundalk,CA,ON,,
Dunchurch,CA,ON,,
Dubreuilville,CA,ON,,
Dryden,CA,ON,,
Dresden,CA,ON,,
Drayton,CA,ON,,
Doyle,CA,ON,,
Downsview,CA,ON,,
Douro-Dummer,CA,ON,,
Dorset,CA,ON,,
Dorchester,CA,ON,,
Doon,CA,ON,,
Don Mills,CA,ON,,
Dixie,CA,ON,,
Detour Lake,CA,ON,,
Deseronto,CA,ON,,
Delhi,CA,ON,,
Delaware,CA,ON,,
Deep River,CA,ON,,
Day,CA,ON,,
Dashwood,CA,ON,,
Darlington,CA,ON,,
Curran,CA,ON,,
Cumberland,CA,ON,,
Crystal Beach,CA,ON,,
Creemore,CA,ON,,
Craigleith,CA,ON,,
Courtland,CA,ON,,
Courtice,CA,ON,,
Corunna,CA,ON,,
Cornwall,CA,ON,45.018,-74.728
Corbeil,CA,ON,,
Copper Cliff,CA,ON,,
Copenhagen,CA,ON,,
Cookstown,CA,ON,,
Concord,CA,ON,,
Comber,CA,ON,,
Collingwood,CA,ON,44.483,-80.216
Coldwater,CA,ON,,
Colchester,CA,ON,,
Colborne,CA,ON,,
Cochrane,CA,ON,,
Cobourg,CA,ON,43.959,-78.165
Cobden,CA,ON,,
Cobalt,CA,ON,,
Clinton,CA,ON,,
Clear Creek,CA,ON,,
Clarksburg,CA,ON,,
Clarington,CA,ON,43.9948,-78.6749
Clarence-Rockland,CA,ON,45.55,-75.291
Clarence Creek,CA,ON,,
Chesterville,CA,ON,,
Chesley,CA,ON,,
Chelmsford,CA,ON,,
Chatsworth,CA,ON,,
Chatham-Kent,CA,ON,42.4,-82.183
Charing Cross,CA,ON,,
Chapleau,CA,ON,,
Chalk River,CA,ON,,
Centralia,CA,ON,,
Cayuga,CA,ON,,
Cavan,CA,ON,,
Catharine,CA,ON,,
Casselman,CA,ON,,
Carrying Place,CA,ON,,
Carry,CA,ON,,
Carp,CA,ON,,
Carleton Place,CA,ON,,
Carleton Heights,CA,ON,,
Carleton,CA,ON,,
Cannington,CA,ON,,
Campbellville,CA,ON,,
Campbellford,CA,ON,,
Camlachie,CA,ON,,
Cambridge,CA,ON,43.36,-80.312
Caledonia,CA,ON,,
Caledon Village,CA,ON,,
Caledon East,CA,ON,,
Caledon,CA,ON,43.8753,-79.8558
Calabogie,CA,ON,,
Burton,CA,ON,,
Burnhamthorpe,CA,ON,,
Burlington,CA,ON,43.386,-79.837
Burk's Falls,CA,ON,,
Burford,CA,ON,,
Buckhorn,CA,ON,,
Brussels,CA,ON,,
Bruce,CA,ON,,
Brooklin,CA,ON,,
Brockville,CA,ON,44.583,-75.682
Brighton,CA,ON,,
Bright's Grove,CA,ON,,
Bright,CA,ON,,
Bridgenorth,CA,ON,,
Breslau,CA,ON,,
Brechin,CA,ON,,
Brantford,CA,ON,43.133,-80.266
Brampton,CA,ON,43.683,-79.766
Bradford West Gwillimbury,CA,ON,44.116,-79.616
Bradford,CA,ON,,
Bracebridge,CA,ON,,
Bowmanville,CA,ON,,
Bothwell,CA,ON,,
Borden,CA,ON,,
Bond Head,CA,ON,,
Bolton,CA,ON,,
Bobcaygeon,CA,ON,,
Blyth,CA,ON,,
Bluewater,CA,ON,,
Blue Mountains,CA,ON,,
Blue Mountain,CA,ON,,
Bloomingdale,CA,ON,,
Bloomfield,CA,ON,,
Blind River,CA,ON,,
Blenheim,CA,ON,,
Binbrook,CA,ON,,
Bethesda,CA,ON,,
Bethany,CA,ON,,
Best,CA,ON,,
Bells Corners,CA,ON,,
Belleville,CA,ON,44.178,-77.37
Belle River,CA,ON,,
Beeton,CA,ON,,
Beaverton,CA,ON,,
Beamsville,CA,ON,,
Bayview Village,CA,ON,,
Bayshore,CA,ON,,
Bath,CA,ON,,
Barrys Bay,CA,ON,,
Barrie,CA,ON,44.4,-79.666
Barrhaven,CA,ON,,
Bancroft,CA,ON,,
Balmertown,CA,ON,,
Ballantrae,CA,ON,,
Baldwin,CA,ON,,
Bala,CA,ON,,
Baden,CA,ON,,
Azilda,CA,ON,,
Ayr,CA,ON,,
Aylmer,CA,ON,,
Aurora,CA,ON,44.0001,-79.4663
Atikokan,CA,ON,,
Athens,CA,ON,,
Astra,CA,ON,,
Ashton,CA,ON,,
Ashburn,CA,ON,,
Arthur,CA,ON,,
Arnprior,CA,ON,,
Arkona,CA,ON,,
Ariss,CA,ON,,
Appin,CA,ON,,
Angus,CA,ON,,
Angling Lake,CA,ON,,
Ancaster,CA,ON,,
Amherstview,CA,ON,,
Amherstburg,CA,ON,,
Amberley,CA,ON,,
Alvinston,CA,ON,,
Alton,CA,ON,,
Almonte,CA,ON,,
Alliston,CA,ON,,
Allenford,CA,ON,,
Algonquin Provincial Park,CA,ON,,
Algonquin,CA,ON,,
Alfred,CA,ON,,
Alexandria,CA,ON,,
Ajax,CA,ON,43.85,-79.033
Acton,CA,ON,,
Aberfoyle,CA,ON,,
Rankin Inlet,CA,NU,,
NA,CA,NU,,
Iqaluit,CA,NU,,
Igloolik,CA,NU,,
Hope Bay,CA,NU,,
Hall Beach,CA,NU,,
Grise Fiord,CA,NU,,
Cape Dorset,CA,NU,,
Cambridge Bay,CA,NU,,
Baker Lake,CA,NU,,
Yellowknife,CA,NT,62.456,-114.352
Tulita,CA,NT,,
Tuktoyaktuk,CA,NT,,
Norman Wells,CA,NT,,
NA,CA,NT,,
Inuvik,CA,NT,,
Hay River,CA,NT,,
Fort Smith,CA,NT,,
Fort Simpson,CA,NT,,
Fort Resolution,CA,NT,,
Fort Providence,CA,NT,,
Fort McPherson,CA,NT,,
Yarmouth,CA,NS,,
Wolfville,CA,NS,,
Windsor Junction,CA,NS,,
Windsor,CA,NS,,
Westville,CA,NS,,
Western Shore,CA,NS,,
Westchester Station,CA,NS,,
Wedgeport,CA,NS,,
Waterville,CA,NS,,
Wallace,CA,NS,,
Valley,CA,NS,,
Upper Tantallon,CA,NS,,
Tusket,CA,NS,,
Truro Heights,CA,NS,,
Truro,CA,NS,45.366,-63.265
Tantallon,CA,NS,,
Sydney River,CA,NS,,
Sydney Mines,CA,NS,,
Sydney,CA,NS,46.135,-60.183
Stewiacke,CA,NS,,
Stellarton,CA,NS,,
Ste Croix,CA,NS,,
St. Peter's,CA,NS,,
St. Anns,CA,NS,,
Spryfield,CA,NS,,
Springhill,CA,NS,,
South Shore,CA,NS,,
Sonora,CA,NS,,
Shubenacadie,CA,NS,,
Short Beach,CA,NS,,
Sherbrooke,CA,NS,,
Shelburne,CA,NS,,
Sheet Harbour,CA,NS,,
Queens,CA,NS,,
Pugwash,CA,NS,,
Pubnico,CA,NS,,
Port Williams,CA,NS,,
Port Mouton,CA,NS,,
Port Hood,CA,NS,,
Port Hawkesbury,CA,NS,,
Point Tupper,CA,NS,,
Pleasant Hill,CA,NS,,
Pictou,CA,NS,,
Parrsboro,CA,NS,,
Oxford,CA,NS,,
Northwest,CA,NS,,
North Sydney,CA,NS,,
North Kemptville,CA,NS,,
New Waterford,CA,NS,,
New Ross,CA,NS,,
New Minas,CA,NS,,
New Glasgow,CA,NS,45.583,-62.648
New Germany,CA,NS,,
NA,CA,NS,,
Musquodoboit Harbour,CA,NS,,
Mount Uniacke,CA,NS,,
Millbrook,CA,NS,,
Middleton,CA,NS,,
